R,G,B,Name,Class
104.5485896656535,99.6506018237082,91.98584194528875,monkshood,1
139.83826649549476,115.66564621880677,137.75793241104,foxglove,0
143.523616,141.90753066666667,116.187864,monkshood,1
152.28268965517242,58.71199700149925,86.97951724137931,foxglove,0
131.40930223880596,132.70650746268657,121.15352985074627,foxglove,0
122.98490763052209,99.38313253012048,109.16457831325302,foxglove,0
132.6152027491409,129.28827491408936,125.48735395189003,monkshood,1
126.2638777429467,125.21557053291536,118.3093040752351,foxglove,0
156.82181763826608,109.08020029895366,126.97220328849028,foxglove,0
112.14420122699387,119.59438773006136,112.36155582822086,monkshood,1
146.35043870194602,148.6679108322552,167.1606233040611,foxglove,0
104.35619197207679,99.3321815008726,137.93624083769635,monkshood,1
116.30143522561863,154.3131499272198,194.7833711790393,monkshood,1
104.49120325203252,94.14977560975609,91.24677723577236,foxglove,0
81.8084227886057,105.90028185907046,78.04375412293854,foxglove,0
101.08642476004167,105.53292087803145,82.36314356678409,foxglove,0
137.0350521609538,131.84126676602085,102.50601788375559,foxglove,0
147.11995802098951,135.92338530734634,115.31499250374813,foxglove,0
84.88160493827161,87.83576719576719,71.46105467372134,foxglove,0
146.71326887417217,119.9220582781457,146.56956026490067,foxglove,0
104.1210939044481,70.89334761120264,91.2053410214168,foxglove,0
154.51785619174433,152.23273235685753,136.99395206391478,foxglove,0
74.31203466666666,66.76415466666667,63.56938133333333,foxglove,0
151.13662968515743,123.11569415292354,137.4704407796102,foxglove,0
138.7304847457627,121.16132881355932,101.9288033898305,foxglove,0
126.7989802130898,98.94457534246575,129.48822222222222,foxglove,0
85.98927136431784,104.33602698650675,72.61131334332833,monkshood,1
147.59759868421054,130.09413486842107,114.06898355263158,foxglove,0
154.70949450549452,125.28895447409734,149.26647095761382,foxglove,0
124.55051874062968,83.97708845577212,92.96173913043478,foxglove,0
149.42857271364318,93.29999100449776,123.3491904047976,foxglove,0
120.78815094339623,111.01138814016173,100.67155795148248,foxglove,0
105.30347226386806,128.33510944527737,107.28344827586207,monkshood,1
94.84238985313752,109.10154606141522,73.90806141522029,monkshood,1
144.97704347826087,144.79394902548725,85.7180539730135,foxglove,0
71.849216,70.145536,74.259032,foxglove,0
73.4071784107946,82.84353523238381,83.04665967016491,foxglove,0
131.7069181034483,127.38318103448276,124.76911853448276,monkshood,1
156.1023328,145.4720832,125.8382592,foxglove,0
135.9231744,120.1061536,134.131488,monkshood,1
94.19270588235294,93.22158039215687,77.56001960784313,foxglove,0
105.55063636363636,109.63761279461279,66.1399898989899,foxglove,0
98.21477922077922,102.52568571428571,82.61425454545454,foxglove,0
123.41502967741935,123.74906580645161,112.19833806451614,foxglove,0
136.35300655307995,108.90001572739187,93.79399213630407,foxglove,0
121.6464647676162,125.01798500749625,114.06909145427286,foxglove,0
125.2336616915423,127.82150248756219,91.78083333333333,foxglove,0
83.47050678733032,89.93943288084465,66.66453996983408,foxglove,0
65.32445849802372,62.000549407114626,43.3510790513834,foxglove,0
140.90764818304956,104.44616742610397,88.43660885400514,foxglove,0
123.9290339256866,118.94991599353797,105.69383844911147,foxglove,0
165.9475892053973,90.6716191904048,143.8436611694153,foxglove,0
131.78466866566717,148.78418590704646,96.71986206896551,monkshood,1
126.61564617691154,109.87787706146926,115.48924437781109,foxglove,0
136.16744134078212,148.80411452513965,144.00653351955307,monkshood,1
112.02558146964856,106.20105750798722,116.33192971246007,foxglove,0
140.13341866666667,123.588232,160.28044,monkshood,1
131.56339430284856,104.5967616191904,116.80340329835083,foxglove,0
139.96666113416322,145.92065560165975,132.02810788381743,foxglove,0
92.20626386806596,89.79724737631184,82.78124437781109,foxglove,0
116.30586281588448,142.95472202166064,98.54340072202166,monkshood,1
116.66460360360361,119.58573573573574,105.41290390390391,foxglove,0
131.64773368146214,122.08694778067886,110.28508877284595,monkshood,1
131.85777226027398,104.04083561643836,123.42214726027397,foxglove,0
123.7575,123.95010264900662,109.90026490066225,foxglove,0
93.13394799606185,97.48913866420084,55.008696250677055,foxglove,0
124.61074662668666,105.8292383808096,113.96453673163418,foxglove,0
113.99785668789809,109.40380891719745,126.78776114649682,monkshood,1
110.85272863568215,120.87951424287856,98.3408275862069,foxglove,0
130.03353941935623,151.58955374449656,173.98075689775683,foxglove,0
76.42605997001499,95.02022788605697,101.94205097451274,foxglove,0
107.41393103448276,99.47432083958022,78.10388905547227,foxglove,0
88.44287724550898,58.3302874251497,59.837290419161675,foxglove,0
129.1103936,105.7855424,165.794752,monkshood,1
104.1210939044481,70.89334761120264,91.2053410214168,foxglove,0
72.12325261584455,65.39607473841555,57.90721674140508,foxglove,0
106.30865333333334,84.97022133333333,108.567096,foxglove,0
85.05508245877061,94.44945127436281,76.81152923538231,foxglove,0
121.45538670335293,81.28474790127581,59.33838829644827,foxglove,0
160.24925796178343,122.1408280254777,135.44691082802547,foxglove,0
116.13242727272727,111.9184090909091,91.3426393939394,foxglove,0
149.7081,87.60944516129032,113.8760806451613,foxglove,0
83.00255023932718,90.73590682712245,58.258256302928125,foxglove,0
129.5973544733862,127.49217214043036,124.74404756511892,monkshood,1
124.7436704,112.7860384,116.1190464,monkshood,1
101.61547826086957,97.14499054820416,86.9322079395085,foxglove,0
121.18801078502665,102.95559106674207,113.27631393883897,foxglove,0
119.15194302848576,102.40639580209896,81.46146926536731,foxglove,0
113.99246449704142,119.00843195266272,81.78536686390532,foxglove,0
109.81438679062109,78.92761558594873,103.1721149141406,foxglove,0
115.2848455772114,91.69179610194902,98.7024407796102,foxglove,0
127.31118450184502,127.0788929889299,113.62863837638376,monkshood,1
119.24829365079366,93.24837566137566,102.24066666666667,foxglove,0
159.52610494752625,86.09101049475262,131.18666266866566,foxglove,0
79.96276697736351,72.70588015978696,82.38839147802929,foxglove,0
117.99949265687583,113.07763150867824,129.42298798397863,monkshood,1
121.72772743362832,137.87434690265488,140.6229238938053,monkshood,1
79.04167375886524,80.78812056737588,63.418485815602835,monkshood,1
115.98725337331334,93.05973613193403,99.20461169415293,foxglove,0
102.56241809290954,68.15232762836186,101.22439608801956,foxglove,0
137.71138530734632,132.69740929535232,113.95305547226387,foxglove,0
63.2144,52.62974143646409,50.33397569060774,foxglove,0
129.519,139.5988144654088,107.41945283018867,monkshood,1
73.50336731634182,47.72351724137931,56.32822188905547,foxglove,0
152.5246573643411,127.3796031007752,82.84310697674418,foxglove,0
141.17814392803598,127.14297151424287,131.45719940029986,foxglove,0
154.75108545727136,115.19769415292353,124.01780509745127,foxglove,0
123.65005415162454,122.58003971119133,128.78176534296028,monkshood,1
110.86504552590267,110.91135007849293,105.52666562009419,monkshood,1
119.84199197885769,109.89427784537168,61.0135161284337,foxglove,0
121.96252773613193,63.58904947526237,113.44627286356821,foxglove,0
154.89214374848504,125.38422704815257,128.7172312047569,foxglove,0
132.02325866666666,72.72687466666666,87.39656266666667,foxglove,0
148.69580509745128,124.90353823088456,143.60710344827586,foxglove,0
79.506011994003,91.59137331334333,73.7104707646177,foxglove,0
111.6124512,109.1505152,122.6625952,monkshood,1
154.28868965517242,139.0728035982009,92.62967616191904,foxglove,0
85.05621889055472,66.01286356821589,67.08855772113942,foxglove,0
129.36112871287128,127.68116435643564,116.07027722772277,monkshood,1
91.89525994694961,120.06067904509284,174.6724827586207,monkshood,1
107.1745638095238,104.17141714285714,124.53331428571428,monkshood,1
110.5443527131783,95.90855426356589,100.89577131782946,foxglove,0
107.23556521739131,57.35348125937031,101.73853373313344,foxglove,0
130.16781024667932,106.50087286527514,120.07446679316888,foxglove,0
118.32286586985391,109.60539442231075,144.67801062416999,monkshood,1
128.16384107946027,128.65829685157422,93.76224587706147,foxglove,0
108.07965224566065,105.22940441305838,85.13943238143773,foxglove,0
182.38159220389804,65.73623688155922,148.9427856071964,foxglove,0
98.49222188905547,98.08656971514243,74.17909745127436,foxglove,0
129.26263339731287,128.29462188099808,67.75157005758157,foxglove,0
77.11328935532234,66.54749325337332,69.2127496251874,foxglove,0
118.56350224887557,104.75206596701649,93.4692083958021,foxglove,0
123.69311787072243,131.3897186311787,77.41222813688213,foxglove,0
101.45418290854573,119.07296551724139,104.26498650674662,foxglove,0
98.91098074454429,110.2934300385109,124.35701668806162,monkshood,1
